"contest_num","nickname","task","solved","count(*)"
6,ioiein,D - Levenshtein Distance,0,1
6,ioiein,D - Levenshtein Distance,1,1
6,ioiein,E - Cafe,1,1
6,irina_shch,A - Grasshopper and Money,0,1
6,irina_shch,A - Grasshopper and Money,1,1
6,irina_shch,B - Turtle and Money,0,2
6,irina_shch,B - Turtle and Money,1,1
6,irina_shch,C - Наибольшая возрастающая подпоследовательность,1,1
6,irina_shch,D - Levenshtein Distance,1,1
6,irina_shch,E - Cafe,0,2
6,irina_shch,E - Cafe,1,1
6,irinka_ta,A - Grasshopper and Money,0,2
6,irinka_ta,A - Grasshopper and Money,1,1
6,irinka_ta,B - Turtle and Money,1,1
6,irinka_ta,C - Наибольшая возрастающая подпоследовательность,1,1
6,irinka_ta,D - Levenshtein Distance,0,6
6,irinka_ta,D - Levenshtein Distance,1,1
6,ivangood67,A - Grasshopper and Money,1,1
6,ivangood67,B - Turtle and Money,0,1
6,ivangood67,B - Turtle and Money,1,1
6,ivangood67,C - Наибольшая возрастающая подпоследовательность,0,1
6,ivangood67,C - Наибольшая возрастающая подпоследовательность,1,1
6,ivangood67,D - Levenshtein Distance,1,1
6,ivangood67,E - Cafe,1,1
6,kadetfrolov,A - Grasshopper and Money,0,2
6,kadetfrolov,A - Grasshopper and Money,1,1
6,kadetfrolov,B - Turtle and Money,1,1
6,kadetfrolov,C - Наибольшая возрастающая подпоследовательность,0,5
6,kadetfrolov,C - Наибольшая возрастающая подпоследовательность,1,1
6,kadetfrolov,D - Levenshtein Distance,1,1
6,kadetfrolov,E - Cafe,0,1
6,kadetfrolov,E - Cafe,1,1
6,kaip,A - Grasshopper and Money,1,1
6,kaip,B - Turtle and Money,1,1
6,kaip,C - Наибольшая возрастающая подпоследовательность,1,1
6,kaip,D - Levenshtein Distance,0,6
6,kaip,D - Levenshtein Distance,1,1
6,kaip,E - Cafe,0,4
6,kapibaara,A - Grasshopper and Money,1,1
6,kapibaara,B - Turtle and Money,0,10
6,kapibaara,B - Turtle and Money,1,1
6,kapibaara,C - Наибольшая возрастающая подпоследовательность,0,1
6,kapibaara,C - Наибольшая возрастающая подпоследовательность,1,1
6,kapibaara,D - Levenshtein Distance,1,1
6,kat6123,A - Grasshopper and Money,1,1
6,kat6123,B - Turtle and Money,0,7
6,kat6123,B - Turtle and Money,1,1
6,kat6123,C - Наибольшая возрастающая подпоследовательность,0,1
6,kat6123,C - Наибольшая возрастающая подпоследовательность,1,1
6,kat6123,D - Levenshtein Distance,0,6
6,kat6123,D - Levenshtein Distance,1,1
6,kat6123,E - Cafe,0,1
6,kat6123,E - Cafe,1,1
6,kay_si,A - Grasshopper and Money,0,12
6,kay_si,A - Grasshopper and Money,1,1
6,kay_si,B - Turtle and Money,0,13
6,kay_si,B - Turtle and Money,1,1
6,kay_si,C - Наибольшая возрастающая подпоследовательность,1,1
6,kay_si,D - Levenshtein Distance,0,6
6,kay_si,D - Levenshtein Distance,1,1
6,kbrodt,A - Grasshopper and Money,1,1
6,kbrodt,B - Turtle and Money,1,1
6,kbrodt,C - Наибольшая возрастающая подпоследовательность,0,3
6,kbrodt,C - Наибольшая возрастающая подпоследовательность,1,1
6,kbrodt,D - Levenshtein Distance,1,1
6,kbrodt,E - Cafe,1,1
6,kepolol,A - Grasshopper and Money,0,1
6,ketzer,A - Grasshopper and Money,0,5
6,ketzer,A - Grasshopper and Money,1,1
6,ketzer,B - Turtle and Money,0,1
6,ketzer,B - Turtle and Money,1,1
6,ketzer,C - Наибольшая возрастающая подпоследовательность,1,1
6,ketzer,D - Levenshtein Distance,1,1
6,ketzer,E - Cafe,0,9
6,ketzer,E - Cafe,1,1
6,kpotoh,A - Grasshopper and Money,0,1
6,kpotoh,A - Grasshopper and Money,1,1
6,kpotoh,B - Turtle and Money,0,3
6,kpotoh,B - Turtle and Money,1,1
6,kpotoh,C - Наибольшая возрастающая подпоследовательность,1,1
6,kpotoh,D - Levenshtein Distance,0,1
6,kpotoh,D - Levenshtein Distance,1,1
6,krveronika0191,A - Grasshopper and Money,1,1
6,krveronika0191,B - Turtle and Money,1,1
6,krveronika0191,C - Наибольшая возрастающая подпоследовательность,1,1
6,krveronika0191,D - Levenshtein Distance,1,1
6,krveronika0191,E - Cafe,0,3
6,kudriashovs,A - Grasshopper and Money,1,1
6,kudriashovs,B - Turtle and Money,0,3
6,kudriashovs,B - Turtle and Money,1,1
6,kudriashovs,C - Наибольшая возрастающая подпоследовательность,1,1
6,kudriashovs,D - Levenshtein Distance,1,1
6,kuksha,A - Grasshopper and Money,0,10
6,kuksha,A - Grasshopper and Money,1,1
6,kuksha,B - Turtle and Money,1,1
6,kuksha,C - Наибольшая возрастающая подпоследовательность,1,1
6,kuksha,D - Levenshtein Distance,0,5
6,kuksha,D - Levenshtein Distance,1,1
6,lKoteuka,A - Grasshopper and Money,0,1
6,lKoteuka,A - Grasshopper and Money,1,1
6,lKoteuka,B - Turtle and Money,0,3
6,lKoteuka,B - Turtle and Money,1,1
6,lKoteuka,C - Наибольшая возрастающая подпоследовательность,1,1
6,lKoteuka,D - Levenshtein Distance,0,1
6,lKoteuka,D - Levenshtein Distance,1,1
6,lainer991,A - Grasshopper and Money,1,1
6,lainer991,B - Turtle and Money,0,4
6,lainer991,B - Turtle and Money,1,1
6,lainer991,C - Наибольшая возрастающая подпоследовательность,0,1
6,lainer991,C - Наибольшая возрастающая подпоследовательность,1,1
6,lainer991,D - Levenshtein Distance,0,2
6,lainer991,D - Levenshtein Distance,1,1
6,laol777,A - Grasshopper and Money,0,1
6,laol777,A - Grasshopper and Money,1,1
6,laol777,B - Turtle and Money,0,3
6,laol777,B - Turtle and Money,1,1
6,laol777,C - Наибольшая возрастающая подпоследовательность,1,1
6,laol777,D - Levenshtein Distance,0,1
6,laol777,D - Levenshtein Distance,1,1
6,lena.antonova,A - Grasshopper and Money,1,1
6,lena.antonova,B - Turtle and Money,0,1
6,lena.antonova,C - Наибольшая возрастающая подпоследовательность,0,1
6,lena.antonova,C - Наибольшая возрастающая подпоследовательность,1,1
6,lena.antonova,D - Levenshtein Distance,0,13
6,lena.antonova,D - Levenshtein Distance,1,1
6,lena.antonova,E - Cafe,1,1
6,linatka,A - Grasshopper and Money,1,1
6,linatka,B - Turtle and Money,0,1
6,linatka,B - Turtle and Money,1,1
6,linatka,C - Наибольшая возрастающая подпоследовательность,1,1
6,llevcono,A - Grasshopper and Money,0,2
6,llevcono,A - Grasshopper and Money,1,1
6,llevcono,B - Turtle and Money,0,6
6,llevcono,B - Turtle and Money,1,1
6,llevcono,C - Наибольшая возрастающая подпоследовательность,0,4
6,llevcono,C - Наибольшая возрастающая подпоследовательность,1,1
6,llevcono,D - Levenshtein Distance,1,1
6,m.shalankin,A - Grasshopper and Money,0,1
6,m.shalankin,A - Grasshopper and Money,1,1
6,m.shalankin,B - Turtle and Money,0,2
6,m.shalankin,B - Turtle and Money,1,1
6,m.shalankin,C - Наибольшая возрастающая подпоследовательность,0,12
6,m.shalankin,C - Наибольшая возрастающая подпоследовательность,1,1
6,m.shalankin,D - Levenshtein Distance,1,1
6,magleb,A - Grasshopper and Money,0,2
6,magleb,A - Grasshopper and Money,1,1
6,makhanko.maksim89,A - Grasshopper and Money,1,1
6,makhanko.maksim89,B - Turtle and Money,1,1
6,makhanko.maksim89,C - Наибольшая возрастающая подпоследовательность,1,1
6,makhanko.maksim89,D - Levenshtein Distance,0,1
6,makhanko.maksim89,D - Levenshtein Distance,1,1
6,makhanko.maksim89,E - Cafe,0,4
6,makhanko.maksim89,E - Cafe,1,1
6,mapryl,A - Grasshopper and Money,0,3
6,mapryl,A - Grasshopper and Money,1,1
6,mapryl,B - Turtle and Money,0,2
6,mapryl,B - Turtle and Money,1,1
6,mapryl,C - Наибольшая возрастающая подпоследовательность,0,1
6,mapryl,C - Наибольшая возрастающая подпоследовательность,1,1
6,mapryl,D - Levenshtein Distance,0,1
6,mapryl,D - Levenshtein Distance,1,1
6,mapryl,E - Cafe,0,2
6,mapryl,E - Cafe,1,1
6,markhubbatulin,A - Grasshopper and Money,0,1
6,markhubbatulin,A - Grasshopper and Money,1,1
6,markhubbatulin,B - Turtle and Money,0,1
6,markhubbatulin,B - Turtle and Money,1,1
6,markhubbatulin,C - Наибольшая возрастающая подпоследовательность,0,1
6,markhubbatulin,C - Наибольшая возрастающая подпоследовательность,1,1
6,markhubbatulin,D - Levenshtein Distance,0,4
6,markhubbatulin,D - Levenshtein Distance,1,1
6,markhubbatulin,E - Cafe,1,1
6,marsenyi,A - Grasshopper and Money,0,4
6,marsenyi,A - Grasshopper and Money,1,1
6,marsenyi,B - Turtle and Money,0,2
6,marsenyi,B - Turtle and Money,1,1
6,marsenyi,C - Наибольшая возрастающая подпоследовательность,1,1
6,marsenyi,D - Levenshtein Distance,0,2
6,marsenyi,D - Levenshtein Distance,1,1
6,maryia,A - Grasshopper and Money,1,1
6,maryia,B - Turtle and Money,1,1
6,maryia,C - Наибольшая возрастающая подпоследовательность,1,1
6,maxima1ist,A - Grasshopper and Money,1,1
6,maxima1ist,B - Turtle and Money,1,1
6,maxima1ist,C - Наибольшая возрастающая подпоследовательность,1,1
6,maxima1ist,D - Levenshtein Distance,0,21
6,maxima1ist,D - Levenshtein Distance,1,1
6,maxima1ist,E - Cafe,0,4
6,mikhail.gashkov,A - Grasshopper and Money,0,22
6,mikhail.gashkov,A - Grasshopper and Money,1,1
6,mikhail.gashkov,B - Turtle and Money,1,1
6,mikhail.gashkov,C - Наибольшая возрастающая подпоследовательность,0,1
6,mikhail.gashkov,C - Наибольшая возрастающая подпоследовательность,1,1
6,mikhail.gashkov,D - Levenshtein Distance,0,11
6,mikhail.gashkov,D - Levenshtein Distance,1,1
6,mivankin,A - Grasshopper and Money,0,1
6,mivankin,A - Grasshopper and Money,1,1
6,mivankin,B - Turtle and Money,1,1
6,mivankin,C - Наибольшая возрастающая подпоследовательность,0,18
6,mivankin,C - Наибольшая возрастающая подпоследовательность,1,1
6,mivankin,D - Levenshtein Distance,0,1
6,mivankin,D - Levenshtein Distance,1,1
6,mivankin,E - Cafe,0,2
6,mlyundin,A - Grasshopper and Money,0,1
6,mlyundin,A - Grasshopper and Money,1,1
6,mlyundin,B - Turtle and Money,1,1
6,mlyundin,C - Наибольшая возрастающая подпоследовательность,0,1
6,mlyundin,C - Наибольшая возрастающая подпоследовательность,1,1
6,mlyundin,D - Levenshtein Distance,0,1
6,mlyundin,D - Levenshtein Distance,1,1
6,mlyundin,E - Cafe,0,3
6,mmcclure,A - Grasshopper and Money,0,1
6,mmcclure,A - Grasshopper and Money,1,1
6,mmcclure,B - Turtle and Money,0,4
6,mmcclure,B - Turtle and Money,1,1
6,mmcclure,C - Наибольшая возрастающая подпоследовательность,1,1
6,mmcclure,D - Levenshtein Distance,0,7
6,mmcclure,D - Levenshtein Distance,1,1
6,munin.evgenii,A - Grasshopper and Money,0,3
6,munin.evgenii,A - Grasshopper and Money,1,1
6,munin.evgenii,B - Turtle and Money,0,9
6,munin.evgenii,B - Turtle and Money,1,1
6,munin.evgenii,C - Наибольшая возрастающая подпоследовательность,0,3
6,munin.evgenii,C - Наибольшая возрастающая подпоследовательность,1,1
6,munin.evgenii,D - Levenshtein Distance,0,1
6,munin.evgenii,D - Levenshtein Distance,1,1
6,munin.evgenii,E - Cafe,0,2
6,nati,A - Grasshopper and Money,0,5
6,nati,A - Grasshopper and Money,1,1
6,nati,B - Turtle and Money,0,1
6,nati,B - Turtle and Money,1,1
6,nati,C - Наибольшая возрастающая подпоследовательность,1,1
6,nati,D - Levenshtein Distance,0,1
6,nati,D - Levenshtein Distance,1,1
6,nati,E - Cafe,1,1
6,naumovsk,A - Grasshopper and Money,1,1
6,naumovsk,B - Turtle and Money,0,4
6,naumovsk,B - Turtle and Money,1,1
6,naumovsk,C - Наибольшая возрастающая подпоследовательность,0,1
6,naumovsk,C - Наибольшая возрастающая подпоследовательность,1,1
6,naumovsk,D - Levenshtein Distance,1,1
6,neurophysicist,A - Grasshopper and Money,0,1
6,neurophysicist,A - Grasshopper and Money,1,1
6,neurophysicist,B - Turtle and Money,0,1
6,neurophysicist,B - Turtle and Money,1,1
6,neurophysicist,C - Наибольшая возрастающая подпоследовательность,0,1
6,neurophysicist,C - Наибольшая возрастающая подпоследовательность,1,1
6,neurophysicist,D - Levenshtein Distance,0,1
6,neurophysicist,D - Levenshtein Distance,1,1
6,neurophysicist,E - Cafe,0,5
6,ngkishmaria,A - Grasshopper and Money,0,11
6,ngkishmaria,A - Grasshopper and Money,1,1
6,ngkishmaria,B - Turtle and Money,0,3
6,ngkishmaria,B - Turtle and Money,1,1
6,ngkishmaria,C - Наибольшая возрастающая подпоследовательность,0,4
6,ngkishmaria,C - Наибольшая возрастающая подпоследовательность,1,1
6,ngkishmaria,D - Levenshtein Distance,0,2
6,ngkishmaria,D - Levenshtein Distance,1,1
6,ngkishmaria,E - Cafe,1,1
6,ningeen,A - Grasshopper and Money,1,1
6,ningeen,B - Turtle and Money,1,1
6,ningeen,C - Наибольшая возрастающая подпоследовательность,0,1
6,ningeen,C - Наибольшая возрастающая подпоследовательность,1,1
6,ningeen,D - Levenshtein Distance,1,1
6,ningeen,E - Cafe,0,3
6,ningeen,E - Cafe,1,1
6,nordream,A - Grasshopper and Money,1,1
6,nordream,B - Turtle and Money,1,1
6,nordream,C - Наибольшая возрастающая подпоследовательность,1,1
6,nordream,D - Levenshtein Distance,1,1
6,nordream,E - Cafe,1,1
6,norron,A - Grasshopper and Money,0,1
6,norron,A - Grasshopper and Money,1,1
6,norron,B - Turtle and Money,1,1
6,norron,C - Наибольшая возрастающая подпоследовательность,1,1
6,norron,D - Levenshtein Distance,1,1
6,novokolg,A - Grasshopper and Money,0,2
6,novokolg,A - Grasshopper and Money,1,1
6,novokolg,B - Turtle and Money,0,1
6,novokolg,B - Turtle and Money,1,1
6,novokolg,C - Наибольшая возрастающая подпоследовательность,1,1
6,novokolg,D - Levenshtein Distance,1,1
6,nurrik,A - Grasshopper and Money,1,1
6,nurrik,B - Turtle and Money,1,1
6,nurrik,C - Наибольшая возрастающая подпоследовательность,1,1
6,nurrik,D - Levenshtein Distance,1,1
6,obatek,A - Grasshopper and Money,0,13
6,obatek,A - Grasshopper and Money,1,1
6,obatek,B - Turtle and Money,1,1
6,obatek,C - Наибольшая возрастающая подпоследовательность,0,4
6,obatek,C - Наибольшая возрастающая подпоследовательность,1,1
6,obatek,D - Levenshtein Distance,1,1
6,obkyrush,A - Grasshopper and Money,0,2
6,obkyrush,A - Grasshopper and Money,1,1
6,obkyrush,B - Turtle and Money,0,1
6,obkyrush,B - Turtle and Money,1,1
6,okate88,A - Grasshopper and Money,0,2
6,okate88,A - Grasshopper and Money,1,1
6,okate88,B - Turtle and Money,1,1
6,okate88,C - Наибольшая возрастающая подпоследовательность,0,1
6,okate88,C - Наибольшая возрастающая подпоследовательность,1,1
6,okate88,D - Levenshtein Distance,0,2
6,okate88,D - Levenshtein Distance,1,1
6,old.flanigan,A - Grasshopper and Money,0,21
6,old.flanigan,A - Grasshopper and Money,1,1
6,old.flanigan,B - Turtle and Money,0,16
6,old.flanigan,B - Turtle and Money,1,1
6,old.flanigan,C - Наибольшая возрастающая подпоследовательность,0,1
6,old.flanigan,C - Наибольшая возрастающая подпоследовательность,1,1
6,old.flanigan,D - Levenshtein Distance,0,1
6,old.flanigan,D - Levenshtein Distance,1,1
6,oleg.osipov,A - Grasshopper and Money,1,1
6,oleg.osipov,B - Turtle and Money,0,4
6,oleg.osipov,B - Turtle and Money,1,1
6,oleg.osipov,C - Наибольшая возрастающая подпоследовательность,1,1
6,oleg.osipov,D - Levenshtein Distance,0,1
6,oleg.osipov,D - Levenshtein Distance,1,1
6,oleg.osipov,E - Cafe,0,4
6,oleg.osipov,E - Cafe,1,1
6,oleg_nazarov,A - Grasshopper and Money,0,6
6,oleg_nazarov,A - Grasshopper and Money,1,1
6,oleg_nazarov,B - Turtle and Money,0,3
6,oleg_nazarov,B - Turtle and Money,1,1
6,oleg_nazarov,C - Наибольшая возрастающая подпоследовательность,0,18
6,oleg_nazarov,C - Наибольшая возрастающая подпоследовательность,1,1
6,olegshchegolev,A - Grasshopper and Money,0,2
6,olegshchegolev,A - Grasshopper and Money,1,1
6,olegshchegolev,B - Turtle and Money,0,1
6,olegshchegolev,B - Turtle and Money,1,1
6,olegshchegolev,C - Наибольшая возрастающая подпоследовательность,0,1
6,olegshchegolev,C - Наибольшая возрастающая подпоследовательность,1,1
6,olegshchegolev,D - Levenshtein Distance,0,2
6,olegshchegolev,D - Levenshtein Distance,1,1
6,ooptyp,A - Grasshopper and Money,1,1
6,ooptyp,B - Turtle and Money,0,1
6,ooptyp,B - Turtle and Money,1,1
6,ooptyp,C - Наибольшая возрастающая подпоследовательность,0,1
6,ooptyp,C - Наибольшая возрастающая подпоследовательность,1,1
6,ooptyp,D - Levenshtein Distance,1,1
6,ooptyp,E - Cafe,0,10
6,pankratova.dasha,A - Grasshopper and Money,0,4
6,pankratova.dasha,A - Grasshopper and Money,1,1
6,pankratova.dasha,B - Turtle and Money,0,4
6,pankratova.dasha,B - Turtle and Money,1,1
6,pankratova.dasha,C - Наибольшая возрастающая подпоследовательность,1,1
6,pankratova.dasha,D - Levenshtein Distance,0,2
6,pankratova.dasha,D - Levenshtein Distance,1,1
6,pankratova.dasha,E - Cafe,0,7
6,pankratova.dasha,E - Cafe,1,1
6,pikadzilla,A - Grasshopper and Money,0,1
6,pikadzilla,A - Grasshopper and Money,1,1
6,pikadzilla,B - Turtle and Money,1,1
6,pikadzilla,C - Наибольшая возрастающая подпоследовательность,0,1
6,pikadzilla,C - Наибольшая возрастающая подпоследовательность,1,1
6,pikadzilla,D - Levenshtein Distance,1,1
6,plato_001,A - Grasshopper and Money,0,2
6,plato_001,A - Grasshopper and Money,1,1
6,plato_001,B - Turtle and Money,1,1
6,plato_001,C - Наибольшая возрастающая подпоследовательность,1,1
6,plato_001,D - Levenshtein Distance,1,1
6,plokoon,A - Grasshopper and Money,1,1
6,plokoon,B - Turtle and Money,1,1
6,plokoon,C - Наибольшая возрастающая подпоследовательность,1,1
6,plokoon,D - Levenshtein Distance,1,1
6,plokoon,E - Cafe,1,1
6,polikutinevgeny,A - Grasshopper and Money,1,1
6,polikutinevgeny,B - Turtle and Money,0,1
6,polikutinevgeny,B - Turtle and Money,1,1
6,polikutinevgeny,C - Наибольшая возрастающая подпоследовательность,1,1
6,polikutinevgeny,D - Levenshtein Distance,1,1
6,polikutinevgeny,E - Cafe,0,5
6,polikutinevgeny,E - Cafe,1,1
6,pollytur,A - Grasshopper and Money,1,1
6,pollytur,B - Turtle and Money,0,1
6,pollytur,B - Turtle and Money,1,1
6,pollytur,C - Наибольшая возрастающая подпоследовательность,1,1
6,pollytur,D - Levenshtein Distance,1,1
6,pollytur,E - Cafe,0,3
6,pollytur,E - Cafe,1,1
6,raisedtoward,A - Grasshopper and Money,0,2
6,raisedtoward,A - Grasshopper and Money,1,1
6,raisedtoward,B - Turtle and Money,0,1
6,raisedtoward,B - Turtle and Money,1,1
6,raisedtoward,C - Наибольшая возрастающая подпоследовательность,0,1
6,raisedtoward,C - Наибольшая возрастающая подпоследовательность,1,1
6,raisedtoward,D - Levenshtein Distance,0,4
6,raisedtoward,D - Levenshtein Distance,1,1
6,robspb,A - Grasshopper and Money,0,3
6,robspb,A - Grasshopper and Money,1,1
6,robspb,B - Turtle and Money,1,1
6,robspb,C - Наибольшая возрастающая подпоследовательность,0,4
6,rodion.latypov,A - Grasshopper and Money,0,4
6,rodion.latypov,A - Grasshopper and Money,1,1
6,rodion.latypov,B - Turtle and Money,0,13
6,roman.4erkasov,A - Grasshopper and Money,0,4
6,roman.4erkasov,A - Grasshopper and Money,1,1
6,roman.4erkasov,B - Turtle and Money,0,4
6,roman.4erkasov,B - Turtle and Money,1,1
6,roman.4erkasov,C - Наибольшая возрастающая подпоследовательность,1,1
6,roman.4erkasov,D - Levenshtein Distance,1,1
6,roman.novokshanov,A - Grasshopper and Money,0,4
6,roman.novokshanov,A - Grasshopper and Money,1,1
6,roman.novokshanov,B - Turtle and Money,0,1
6,roman.novokshanov,B - Turtle and Money,1,1
6,roman.novokshanov,C - Наибольшая возрастающая подпоследовательность,1,1
6,roman.novokshanov,D - Levenshtein Distance,0,1
6,roman.novokshanov,D - Levenshtein Distance,1,1
6,rritka,A - Grasshopper and Money,0,5
6,rritka,A - Grasshopper and Money,1,1
6,rritka,B - Turtle and Money,1,1
6,rritka,C - Наибольшая возрастающая подпоследовательность,1,1
6,rritka,D - Levenshtein Distance,1,1
6,rsnetkov,A - Grasshopper and Money,0,9
6,rsnetkov,A - Grasshopper and Money,1,1
6,rsnetkov,C - Наибольшая возрастающая подпоследовательность,1,1
6,rsnetkov,D - Levenshtein Distance,0,5
6,rsnetkov,D - Levenshtein Distance,1,1
6,rudwell,A - Grasshopper and Money,1,1
6,rudwell,B - Turtle and Money,1,1
6,rudwell,C - Наибольшая возрастающая подпоследовательность,1,1
6,rudwell,D - Levenshtein Distance,1,1
6,rudwell,E - Cafe,1,1
6,sabraganets,A - Grasshopper and Money,1,1
6,sabraganets,B - Turtle and Money,1,1
6,sabraganets,C - Наибольшая возрастающая подпоследовательность,1,1
6,sabraganets,D - Levenshtein Distance,0,3
6,sabraganets,D - Levenshtein Distance,1,1
6,semenalekhin,C - Наибольшая возрастающая подпоследовательность,0,17
6,semenalekhin,C - Наибольшая возрастающая подпоследовательность,1,1
6,semenalekhin,D - Levenshtein Distance,0,6
6,semenalekhin,D - Levenshtein Distance,1,1
6,senior-sigan,A - Grasshopper and Money,0,3
6,senior-sigan,A - Grasshopper and Money,1,1
6,senior-sigan,B - Turtle and Money,0,3
6,senior-sigan,B - Turtle and Money,1,1
6,senior-sigan,C - Наибольшая возрастающая подпоследовательность,1,1
6,senior-sigan,D - Levenshtein Distance,1,1
6,sera,A - Grasshopper and Money,0,2
6,sera,A - Grasshopper and Money,1,1
6,sera,B - Turtle and Money,1,1
6,sera,C - Наибольшая возрастающая подпоследовательность,1,1
6,sera,D - Levenshtein Distance,1,1
6,sera,E - Cafe,0,14
6,sera,E - Cafe,1,1
6,sergey_msu,A - Grasshopper and Money,0,1
6,sergey_msu,A - Grasshopper and Money,1,1
6,sergey_msu,B - Turtle and Money,0,4
6,sergey_msu,B - Turtle and Money,1,1
6,sergey_msu,C - Наибольшая возрастающая подпоследовательность,0,1
6,sergey_msu,C - Наибольшая возрастающая подпоследовательность,1,1
6,sergey_msu,D - Levenshtein Distance,0,2
6,sergey_msu,D - Levenshtein Distance,1,1
6,sergey_msu,E - Cafe,0,9
6,sergey_msu,E - Cafe,1,1
6,sergeyryabukhin,A - Grasshopper and Money,0,2
6,sergeyryabukhin,A - Grasshopper and Money,1,1
6,sergeyryabukhin,B - Turtle and Money,0,4
6,sergeyryabukhin,B - Turtle and Money,1,1
6,sergeyryabukhin,C - Наибольшая возрастающая подпоследовательность,1,1
6,shatty,A - Grasshopper and Money,1,1
6,shatty,B - Turtle and Money,0,1
6,shatty,B - Turtle and Money,1,1
6,shatty,C - Наибольшая возрастающая подпоследовательность,1,1
6,shatty,D - Levenshtein Distance,1,1
6,shatty,E - Cafe,0,5
6,shatty,E - Cafe,1,1
6,shnon_bell,A - Grasshopper and Money,1,1
6,shnon_bell,B - Turtle and Money,1,1
6,shnon_bell,C - Наибольшая возрастающая подпоследовательность,1,1
6,shnon_bell,D - Levenshtein Distance,1,1
6,shnon_bell,E - Cafe,0,1
6,shnon_bell,E - Cafe,1,1
6,shubinsa,A - Grasshopper and Money,1,1
6,shubinsa,B - Turtle and Money,0,2
6,shubinsa,B - Turtle and Money,1,1
6,shubinsa,C - Наибольшая возрастающая подпоследовательность,0,3
6,shubinsa,C - Наибольшая возрастающая подпоследовательность,1,1
6,shubinsa,D - Levenshtein Distance,0,1
6,shubinsa,D - Levenshtein Distance,1,1
6,shubinsa,E - Cafe,0,2
6,shubinsa,E - Cafe,1,1
6,sinyaevmaxim,A - Grasshopper and Money,1,1
6,sinyaevmaxim,B - Turtle and Money,1,1
6,sinyaevmaxim,C - Наибольшая возрастающая подпоследовательность,0,5
6,sinyaevmaxim,C - Наибольшая возрастающая подпоследовательность,1,1
6,sinyaevmaxim,D - Levenshtein Distance,0,7
6,sinyaevmaxim,D - Levenshtein Distance,1,1
6,siraziev,A - Grasshopper and Money,0,4
6,siraziev,A - Grasshopper and Money,1,1
6,siraziev,B - Turtle and Money,1,1
6,siraziev,C - Наибольшая возрастающая подпоследовательность,1,1
6,siraziev,D - Levenshtein Distance,0,2
6,siraziev,D - Levenshtein Distance,1,1
6,soldatenkoes,A - Grasshopper and Money,1,1
6,soldatenkoes,B - Turtle and Money,1,1
6,soldatenkoes,C - Наибольшая возрастающая подпоследовательность,1,1
6,soldatenkoes,D - Levenshtein Distance,1,1
6,soldatenkoes,E - Cafe,0,13
6,soldatenkoes,E - Cafe,1,1
6,soslan.tabuev,A - Grasshopper and Money,1,1
6,soslan.tabuev,B - Turtle and Money,0,2
6,soslan.tabuev,B - Turtle and Money,1,1
6,soslan.tabuev,C - Наибольшая возрастающая подпоследовательность,1,1
6,soslan.tabuev,D - Levenshtein Distance,1,1
6,spin_to_win,A - Grasshopper and Money,0,2
6,spin_to_win,A - Grasshopper and Money,1,1
6,spin_to_win,B - Turtle and Money,0,1
6,spin_to_win,B - Turtle and Money,1,1
6,spin_to_win,C - Наибольшая возрастающая подпоследовательность,0,1
6,spin_to_win,C - Наибольшая возрастающая подпоследовательность,1,1
6,spin_to_win,D - Levenshtein Distance,1,1
6,sunman_pfc,A - Grasshopper and Money,0,8
6,sunman_pfc,A - Grasshopper and Money,1,1
6,sunman_pfc,B - Turtle and Money,0,1
6,sunman_pfc,B - Turtle and Money,1,1
6,sunman_pfc,C - Наибольшая возрастающая подпоследовательность,0,5
6,sunman_pfc,C - Наибольшая возрастающая подпоследовательность,1,1
6,sunman_pfc,D - Levenshtein Distance,0,1
6,sunman_pfc,D - Levenshtein Distance,1,1
6,sviatoslavteslenko,A - Grasshopper and Money,0,5
6,sviatoslavteslenko,A - Grasshopper and Money,1,1
6,teazizov,A - Grasshopper and Money,0,4
6,teazizov,A - Grasshopper and Money,1,1
6,teazizov,B - Turtle and Money,1,1
6,titika2013,A - Grasshopper and Money,0,1
6,titika2013,A - Grasshopper and Money,1,1
6,titika2013,B - Turtle and Money,0,14
6,titika2013,B - Turtle and Money,1,1
6,titika2013,C - Наибольшая возрастающая подпоследовательность,1,1
6,titika2013,D - Levenshtein Distance,0,4
6,titika2013,D - Levenshtein Distance,1,1
6,tohich51,A - Grasshopper and Money,0,6
6,tohich51,A - Grasshopper and Money,1,1
6,tohich51,B - Turtle and Money,0,2
6,tohich51,B - Turtle and Money,1,1
6,tohich51,C - Наибольшая возрастающая подпоследовательность,1,1
6,tohich51,D - Levenshtein Distance,1,1
6,torrero,A - Grasshopper and Money,1,1
6,torrero,B - Turtle and Money,0,1
6,torrero,B - Turtle and Money,1,1
6,torrero,C - Наибольшая возрастающая подпоследовательность,0,3
6,torrero,C - Наибольшая возрастающая подпоследовательность,1,1
6,torrero,D - Levenshtein Distance,1,1
6,toryinside,C - Наибольшая возрастающая подпоследовательность,0,4
6,ubivawka,A - Grasshopper and Money,0,1
6,ubivawka,A - Grasshopper and Money,1,1
6,ubivawka,B - Turtle and Money,1,1
6,ubivawka,C - Наибольшая возрастающая подпоследовательность,0,1
6,ubivawka,C - Наибольшая возрастающая подпоследовательность,1,1
6,ubivawka,D - Levenshtein Distance,0,1
6,ubivawka,D - Levenshtein Distance,1,1
6,ubivawka,E - Cafe,1,1
6,user_vi,A - Grasshopper and Money,0,6
